distance_km,poids_kg,heure,jour_semaine,conditions_meteo,niveau_trafic,temperature,visibilite,duree_minutes
38.966,74.93,23,2,1,0.024,12.3,2765,45.99
7.623,185.54,0,2,1,0.063,17.2,2339,24.27
7.221,117.95,17,3,0,0.871,22.2,9264,76.34
21.031,127.34,11,5,0,0.162,18.8,9513,43.34
102.089,157.73,0,5,0,0.198,23.0,8256,100.49
15.243,157.17,12,1,0,0.305,18.5,9780,58.26
469.56,81.21,9,3,0,0.78,23.2,9206,1197.16
11.304,57.57,18,1,0,0.751,30.8,9240,87.52
16.691,0.15,10,6,1,0.156,24.4,4959,42.15
30.53,115.03,7,2,1,0.549,18.1,3455,94.31
0.729,9.45,0,4,0,0.16,24.7,8076,8.49
17.719,26.05,9,1,1,0.686,20.7,4899,137.18
33.133,131.84,7,5,0,0.059,34.7,9814,45.97
17.693,27.53,6,5,0,0.245,22.0,9843,58.92
26.51,77.73,11,3,3,0.358,28.4,4080,63.18
17.428,13.99,10,6,0,0.106,25.2,8903,51.25
7.311,139.5,1,1,0,0.027,19.4,8630,26.26
8.257,164.8,18,2,0,0.483,30.2,8022,58.75
33.762,27.45,17,4,0,0.059,28.8,8354,43.73
9.472,174.89,20,2,0,0.127,33.9,8357,37.99
424.205,6.6,7,3,0,0.425,20.2,8875,796.04
36.308,52.46,6,3,0,0.263,29.6,8168,70.71
157.947,82.88,14,1,0,0.321,22.8,8478,205.14
278.955,163.31,23,4,0,0.136,33.8,8305,200.07
20.922,66.97,22,3,0,0.002,31.8,8788,30.0
28.383,88.9,13,4,0,0.145,19.2,8811,56.81
31.763,180.96,17,1,0,0.844,18.7,8840,130.79
20.569,101.46,10,1,0,0.343,21.6,9224,48.79
12.535,162.66,22,4,0,0.227,32.4,9031,42.5
428.168,127.4,18,1,0,0.429,17.4,8932,730.44
290.73,80.35,23,3,0,0.084,22.8,8382,173.53
258.301,188.71,18,4,0,0.185,31.7,9718,209.09
5.24,30.87,22,2,3,0.046,26.5,4164,16.81
118.943,117.5,5,0,0,0.069,28.9,9096,84.73
480.515,60.57,20,4,0,0.233,17.3,8734,390.88
416.982,87.89,0,2,0,0.096,27.1,8332,268.76
342.997,49.15,1,5,0,0.247,32.4,9389,309.35
25.544,190.77,8,5,0,0.194,17.3,9808,49.88
15.495,170.2,18,5,0,0.153,33.0,9339,51.18
489.57,82.51,9,0,0,0.657,16.0,8063,1104.89
70.171,31.95,4,4,0,0.052,33.9,9126,56.06
34.101,91.58,16,4,0,0.169,34.3,9948,48.73
21.824,84.65,18,5,0,0.115,27.0,9831,43.25
33.707,48.1,3,3,0,0.099,30.1,8358,41.62
9.125,160.63,12,5,0,0.499,27.8,8684,56.43
412.833,186.1,4,2,0,0.041,32.5,8440,233.77
250.924,49.8,5,4,3,0.278,23.5,2659,333.8
151.45,63.72,22,2,0,0.076,22.1,9430,110.06
403.296,155.8,8,5,0,0.248,19.9,8819,418.54
247.814,99.73,16,2,0,0.146,29.2,8841,224.83
32.368,120.9,19,4,0,0.112,26.7,8264,58.09
30.066,190.27,5,4,0,0.123,18.7,9968,39.63
18.421,186.29,18,3,0,0.705,32.9,8772,143.6
403.918,146.83,7,1,0,0.833,26.1,8977,997.47
7.898,183.28,13,0,0,0.252,19.9,9075,39.73
24.323,149.23,19,0,0,0.415,17.5,8020,62.81
361.262,186.0,4,6,0,0.096,29.9,8137,239.39
72.53,60.17,0,1,0,0.015,26.5,8658,60.68
21.836,128.92,21,3,0,0.382,29.8,9366,59.19
7.715,67.43,7,0,0,0.614,24.7,8873,54.34
25.007,25.11,18,6,1,0.829,23.8,2278,98.31
41.278,123.18,13,0,3,0.246,21.5,2364,102.54
430.804,1.44,7,6,3,0.559,22.4,1493,993.15
2.547,98.09,6,5,0,0.175,24.9,9987,25.91
484.359,29.41,10,6,0,0.317,31.7,9223,484.43
412.768,170.37,9,2,1,0.535,14.3,6988,918.84
5.582,45.18,2,0,0,0.008,24.4,8658,18.5
31.359,71.52,15,5,0,0.161,28.1,9769,49.48
57.038,162.81,17,6,0,0.672,15.0,8709,230.14
32.13,78.54,11,1,0,0.114,17.3,8815,45.86
10.21,165.79,0,5,0,0.162,32.9,8240,37.43
3.717,107.97,21,1,0,0.33,22.9,8328,32.19
290.235,79.93,8,5,3,0.162,26.2,3703,284.62
27.836,141.89,6,6,0,0.225,19.7,9476,65.39
10.914,4.23,16,0,1,0.316,22.6,5992,35.12
94.043,139.89,2,4,1,0.024,22.3,4311,90.59
4.46,67.12,8,4,0,0.4,15.9,8333,38.64
407.411,134.48,5,1,0,0.047,19.5,9853,242.5
176.282,145.31,1,6,0,0.014,32.8,9582,99.0
24.895,67.86,7,4,0,0.241,32.5,8995,40.88
28.273,115.29,0,2,0,0.038,15.3,9534,30.06
9.035,77.71,12,0,0,0.271,31.3,8805,48.76
5.606,106.23,20,0,0,0.102,23.6,9715,29.43
67.003,148.18,20,0,0,0.179,17.7,9245,97.3
301.475,139.25,11,1,1,0.112,18.6,3529,298.32
475.86,186.9,21,2,0,0.277,20.5,9290,483.73
169.497,57.13,10,1,0,0.289,17.5,8033,192.66
33.639,56.67,10,3,2,0.306,-0.4,1187,87.59
16.592,2.51,13,0,1,0.209,22.6,4536,70.65
5.678,70.73,2,2,0,0.095,15.5,8766,20.53
477.519,84.69,3,2,0,0.057,21.9,8901,258.85
22.903,11.42,12,2,1,0.296,15.5,2795,50.04
18.679,114.58,23,0,1,0.043,24.0,6715,43.09
5.361,47.09,10,5,0,0.28,20.3,9373,24.14
30.994,194.12,23,5,0,0.027,24.5,9497,50.16
14.715,97.82,6,1,1,0.164,12.2,6945,56.85
10.734,37.29,17,1,0,0.597,30.3,9670,73.57
17.852,183.7,19,5,0,0.101,29.4,9776,51.62
4.21,137.78,0,0,0,0.08,18.8,9558,25.23
281.625,177.9,0,6,0,0.086,21.6,8657,180.46
66.486,185.2,10,3,0,0.161,27.2,8142,78.33
138.184,31.03,13,5,1,0.14,12.3,3050,163.8
361.928,6.85,12,3,3,0.333,26.0,1115,642.14
25.144,159.25,4,5,0,0.192,29.6,8076,36.29
164.314,135.11,13,3,1,0.326,15.5,3368,268.48
152.751,81.03,16,5,2,0.239,4.3,2152,207.82
12.945,97.19,18,1,0,0.749,33.5,9202,96.21
403.213,51.61,22,4,0,0.267,26.8,9270,310.64
344.446,28.67,13,6,1,0.267,14.4,3044,499.09
37.415,106.78,20,0,0,0.285,33.2,8674,66.02
3.393,137.04,13,5,0,0.069,33.4,8334,36.44
33.155,185.84,5,2,0,0.07,24.2,9032,41.9
38.625,41.09,16,5,0,0.197,24.7,8675,48.39
131.967,144.69,18,5,0,0.294,21.1,9531,154.06
30.245,64.98,13,5,0,0.239,20.4,9587,69.2
110.916,79.05,3,0,1,0.038,10.9,3152,79.84
376.929,136.91,13,2,0,0.484,28.3,9070,602.84
157.192,86.25,0,0,0,0.052,25.5,8691,101.49
2.771,14.35,12,2,0,0.468,17.1,8358,22.06
6.177,169.62,6,1,0,0.105,33.2,8872,31.63
375.887,90.58,7,3,0,0.805,32.6,8610,1051.99
193.081,9.8,19,5,0,0.233,15.6,9246,161.2
23.563,86.71,2,6,0,0.084,26.9,9777,34.68
11.115,42.03,12,4,0,0.274,15.3,8650,44.47
266.386,197.57,0,4,0,0.067,27.8,9952,186.68
26.486,86.5,5,5,0,0.262,20.4,9332,47.69
21.453,194.99,4,2,0,0.002,27.2,9783,30.27
256.736,106.56,14,2,0,0.397,34.1,8232,442.07
355.898,144.35,6,0,0,0.352,30.1,8264,415.05
23.037,31.92,20,6,0,0.109,34.4,8879,31.04
168.777,91.9,15,2,3,0.158,18.1,4478,232.83
79.768,18.55,16,6,1,0.334,17.0,6101,143.32
16.866,109.8,0,3,3,0.022,18.5,2884,40.87
144.88,135.89,18,0,0,0.889,31.3,9562,380.52
25.692,11.22,17,2,1,0.53,24.8,6758,78.32
32.832,172.99,17,4,0,0.063,31.9,9533,44.21
2.794,116.25,11,4,2,0.413,5.6,2099,41.7
481.363,137.08,12,0,0,0.233,26.9,9395,624.16
34.064,147.67,17,6,0,0.724,18.1,9161,131.95
415.12,5.41,15,0,3,0.279,20.8,4114,455.77
31.284,117.94,4,3,0,0.027,32.9,8458,39.33
2.326,142.8,1,3,0,0.041,24.2,9257,20.21
195.627,138.13,0,6,0,0.077,19.7,8207,126.69
353.419,153.55,14,5,3,0.144,20.4,3636,357.83
32.976,52.76,9,2,2,0.556,3.4,928,159.84
9.459,129.67,10,6,0,0.134,23.0,8909,39.81
3.449,7.59,20,3,1,0.362,16.8,5656,28.76
12.031,82.46,15,4,1,0.127,10.4,3899,44.7
9.108,27.03,10,3,0,0.162,25.0,9355,31.52
363.518,29.55,14,1,0,0.432,22.9,9145,527.86
22.589,184.36,21,2,0,0.168,34.9,8464,45.97
156.973,49.56,13,6,0,0.262,33.9,9864,203.44
7.479,24.55,23,5,0,0.041,25.9,9331,25.28
0.616,2.72,5,1,0,0.056,28.3,8828,5.0
144.846,152.67,8,5,0,0.212,29.0,8119,146.95
99.092,162.09,4,4,0,0.291,28.3,8494,88.1
331.831,193.85,23,0,0,0.071,27.9,8787,197.32
15.413,83.16,13,0,0,0.318,34.9,9529,77.86
31.841,167.67,4,5,0,0.177,19.4,9256,53.41
17.129,71.68,23,0,0,0.007,32.3,9258,45.52
12.104,123.39,6,1,1,0.219,15.3,5751,54.4
15.657,97.97,4,3,0,0.075,26.4,9602,38.53
203.767,151.61,20,1,0,0.364,23.8,9742,219.68
414.603,64.74,5,5,1,0.235,15.1,3706,472.42
223.692,28.22,17,4,0,0.227,15.0,8960,165.59
211.944,96.49,18,6,0,0.53,22.2,8234,451.01
13.014,12.8,22,0,0,0.024,26.7,8584,21.68
270.942,12.05,23,5,0,0.094,34.3,8175,194.67
17.609,107.02,5,5,0,0.24,31.0,8995,59.5
12.397,66.2,14,6,0,0.451,27.8,9334,68.49
37.018,144.33,11,2,0,0.221,29.9,8025,56.99
358.036,67.09,22,0,0,0.017,33.3,8282,171.4
16.65,7.43,10,0,0,0.143,29.8,9159,51.53
5.585,170.59,8,0,0,0.889,21.4,9779,67.94
26.373,19.21,21,5,0,0.034,15.9,8154,27.41
207.264,103.45,3,6,0,0.025,19.9,9224,107.96
12.519,100.17,9,6,1,0.487,19.1,5507,86.14
477.348,49.58,14,5,0,0.246,27.5,9775,450.02
25.062,166.09,11,3,1,0.395,11.4,3454,71.23
481.803,74.01,7,6,0,0.608,16.2,9876,1040.78
10.344,169.81,22,2,0,0.099,32.6,9592,34.73
23.432,137.91,13,1,1,0.302,23.2,6723,68.15
495.348,98.82,18,1,0,0.478,21.8,8167,1083.36
9.372,54.36,21,2,0,0.229,21.6,9534,38.84
21.767,59.28,15,4,0,0.267,27.3,9540,42.27
78.319,78.79,16,5,0,0.073,24.2,8059,81.41
27.8,155.03,0,0,0,0.048,27.3,9668,39.8
5.154,195.84,9,3,1,0.621,18.9,4439,65.05
496.088,126.6,12,6,1,0.445,15.2,5321,726.26
178.265,43.12,18,2,0,0.455,28.3,9367,331.13
18.677,124.12,14,5,0,0.067,28.6,9127,50.71
31.048,5.61,12,6,1,0.21,18.5,4229,50.67
139.104,183.54,13,6,0,0.406,31.0,9959,174.44
29.271,191.01,13,3,0,0.473,15.8,8514,81.76
28.56,132.62,2,6,0,0.09,32.0,9343,36.17
465.882,80.9,17,0,1,0.546,11.1,6933,1186.59
29.837,65.89,17,2,1,0.437,24.9,3716,123.64
85.857,184.16,12,0,0,0.457,30.7,8202,141.95
400.038,19.64,21,2,3,0.239,27.3,1554,383.9
5.21,168.09,14,6,0,0.345,21.3,9860,35.0
259.161,102.06,15,3,0,0.122,23.6,9239,226.4
342.506,75.85,18,2,0,0.574,27.8,8243,602.12
140.186,10.37,19,5,0,0.02,28.2,8795,95.99
380.213,178.69,0,1,0,0.081,20.7,9475,206.03
166.922,105.19,11,3,0,0.395,20.6,9167,241.55
196.737,90.34,21,3,0,0.189,22.3,9033,239.12
249.615,78.0,4,6,0,0.026,23.1,8053,143.74
166.249,167.78,0,6,0,0.042,28.0,9968,106.17
32.417,175.4,0,5,2,0.202,2.1,2717,63.79
7.156,100.35,3,0,0,0.014,30.9,8330,25.84
1.02,55.62,10,6,0,0.277,18.9,9241,19.06
32.2,45.71,3,5,0,0.009,19.9,9366,31.16
474.092,185.54,5,6,0,0.083,26.8,9891,248.88
296.001,8.28,14,4,0,0.005,17.6,9106,191.78
34.736,188.65,7,2,0,0.463,21.7,9554,95.88
32.095,57.64,20,1,0,0.253,18.5,9313,53.15
14.102,196.27,17,5,1,0.176,10.4,3862,49.86
155.267,183.55,7,6,1,0.566,18.9,2112,346.98
23.101,139.6,0,4,1,0.181,12.8,2005,48.28
289.882,3.05,2,5,0,0.072,21.6,8941,188.8
16.263,28.87,13,0,3,0.376,21.3,3294,75.96
16.239,122.79,20,4,1,0.251,14.4,4468,55.36
284.492,135.09,7,5,0,0.09,20.0,8435,204.01
197.324,188.47,12,4,0,0.138,25.7,8645,181.16
20.21,161.82,0,1,0,0.024,22.4,8125,27.32
7.661,44.53,2,2,0,0.053,33.4,8285,22.97
17.686,36.85,22,4,0,0.146,23.9,8203,43.9
37.141,35.45,3,2,0,0.041,26.8,9842,38.18
9.241,25.33,11,6,0,0.169,19.3,9718,34.63
2.281,19.13,18,0,0,0.506,19.8,8498,25.47
40.948,129.26,5,5,0,0.113,21.8,8203,57.93
29.728,70.84,19,2,0,0.806,24.0,9273,111.58
32.25,43.52,23,1,0,0.047,22.7,9285,27.7
425.419,88.84,23,0,0,0.02,33.9,8722,246.97
488.056,85.64,13,5,0,0.198,16.2,8362,549.43
32.944,129.64,15,4,0,0.216,28.2,9632,52.61
19.399,109.46,14,0,0,0.328,31.5,9295,75.39
3.329,27.7,20,4,1,0.456,19.7,5011,30.35
1.352,5.88,23,1,0,0.025,21.7,9860,10.19
6.156,87.53,19,5,0,0.306,32.0,8778,37.19
87.509,131.86,6,6,0,0.121,23.3,9167,89.78
346.958,6.16,12,6,0,0.288,29.0,8804,455.25
209.648,161.12,15,1,2,0.342,1.2,1914,338.11
19.036,82.21,16,3,0,0.149,26.8,8327,61.24
49.973,81.42,4,2,0,0.097,23.3,8265,59.42
438.529,153.21,14,3,1,0.411,12.7,3895,697.22
163.874,27.78,4,4,0,0.197,23.7,9602,123.37
34.353,186.99,22,5,1,0.217,10.1,4825,69.54
174.001,131.12,14,0,0,0.24,28.0,9084,249.58
128.811,129.06,4,5,0,0.081,26.3,9440,114.64
244.823,79.15,13,5,0,0.235,17.8,9767,267.5
109.712,164.36,1,5,0,0.081,20.8,9880,93.17
8.581,150.57,13,6,0,0.484,26.5,8046,52.97
79.465,41.45,0,6,0,0.092,28.5,9242,65.79
39.422,183.45,8,4,1,0.186,10.8,3538,57.88
449.4,0.28,3,2,0,0.079,17.2,8706,256.64
35.172,43.43,16,5,0,0.221,27.8,9491,52.15
15.706,101.84,2,5,0,0.19,21.6,9069,55.81
13.129,101.19,6,0,0,0.221,15.2,9888,40.05
1.926,192.42,19,0,0,0.729,24.3,9867,42.52
133.935,140.38,13,0,0,0.327,25.3,8797,174.32
241.729,115.87,22,4,0,0.02,19.0,8847,156.65
39.172,41.56,6,2,0,0.204,25.8,9204,61.91
306.111,118.69,16,1,0,0.143,22.8,9350,314.98
3.128,66.12,8,3,0,0.504,24.7,9779,41.08
33.116,35.84,12,3,0,0.277,31.2,8454,66.26
13.137,174.97,11,2,0,0.341,34.4,8009,53.16
35.497,168.49,20,3,1,0.338,13.4,3367,85.41
35.213,100.3,4,2,0,0.05,29.6,9336,45.68
2.398,28.4,8,1,0,0.508,28.5,9001,30.7
32.955,132.48,15,0,1,0.303,22.5,5499,67.78
225.213,91.11,9,0,0,0.662,29.5,8773,487.25
28.679,30.55,9,1,2,0.629,1.8,1993,139.66
39.371,140.71,14,0,0,0.273,20.7,9375,83.7
92.573,181.58,10,0,1,0.349,11.4,2567,131.89
8.753,52.4,14,2,0,0.456,32.3,9881,56.3
19.934,17.94,5,0,0,0.009,23.1,9167,32.37
432.409,135.79,7,6,0,0.871,32.5,8187,1090.81
14.912,155.76,4,2,0,0.089,21.7,9757,38.62
357.035,146.95,21,1,0,0.126,22.8,8101,280.98
1.451,153.16,8,1,1,0.726,17.4,2938,38.0
428.707,181.92,12,4,1,0.027,22.5,3644,476.54
24.01,47.04,17,3,0,0.87,29.5,9657,74.78
28.111,55.81,10,4,1,0.015,19.0,3472,36.97
18.018,85.0,7,6,0,0.721,18.4,9876,139.29
14.277,196.83,18,2,1,0.823,23.4,4100,132.1
437.056,17.75,11,5,0,0.223,19.2,9596,536.32
39.16,19.02,18,0,1,0.637,12.1,5458,163.22
87.769,162.48,13,3,0,0.344,17.0,9014,116.96
238.923,105.24,21,5,0,0.119,16.8,9340,176.24
23.889,36.9,13,3,0,0.203,31.6,9054,44.03
117.744,110.1,20,4,0,0.183,29.3,9981,112.64
21.651,27.2,10,4,0,0.097,24.3,8888,27.99
38.404,106.49,10,0,3,0.137,28.8,4855,79.64
22.282,37.78,2,6,0,0.035,34.1,9767,25.46
181.85,85.76,1,6,0,0.072,30.5,8008,121.35
37.942,112.28,15,2,0,0.17,34.8,9282,64.78
25.528,12.86,16,3,1,0.326,10.5,4254,56.17
7.656,45.49,6,3,0,0.268,31.4,9298,32.39
5.876,52.41,5,3,0,0.07,23.5,8531,25.07
332.126,198.83,22,6,0,0.009,32.7,9413,157.76
352.013,181.67,8,0,1,0.581,18.1,6038,927.59
3.091,76.23,13,4,3,0.437,24.9,2715,45.08
145.175,187.96,11,5,0,0.256,23.6,8327,174.61
278.089,48.14,0,6,0,0.052,24.2,8747,171.07
394.869,122.06,6,5,1,0.219,13.8,3997,417.33
1.439,144.84,9,2,1,0.666,15.4,2261,38.11
39.44,120.74,6,4,0,0.274,24.3,8465,65.49
25.58,184.42,21,5,3,0.019,15.1,3302,44.93
332.572,60.05,10,0,0,0.193,34.2,8192,357.17
10.961,136.79,21,5,0,0.186,19.5,9006,33.43
9.941,70.58,0,2,2,0.046,-0.3,1966,37.1
7.736,133.6,3,5,0,0.264,22.3,8457,34.64
238.439,8.29,19,6,3,0.439,16.2,1950,591.21
30.354,44.06,14,5,0,0.142,30.3,8277,37.62
33.816,169.19,21,2,1,0.329,15.6,5466,73.07
30.254,5.85,8,4,0,0.133,34.5,9341,39.02
238.484,4.13,7,4,0,0.223,34.0,8892,178.55
24.814,118.08,4,6,0,0.042,28.5,9481,41.97
420.781,106.25,17,4,3,0.027,19.6,2409,336.29
151.454,59.63,1,6,0,0.072,26.1,9608,101.69
24.452,12.88,22,2,0,0.063,15.5,8584,23.18
12.317,87.23,19,2,0,0.419,30.9,9815,71.38
187.519,81.66,21,4,0,0.181,28.5,8957,174.98
18.351,171.46,16,0,1,0.319,12.1,2683,82.51
36.046,157.39,14,1,0,0.234,23.7,8991,77.9
0.539,128.73,11,6,0,0.124,27.4,9492,19.34
5.672,129.28,23,6,0,0.061,26.2,9136,24.32
2.684,118.93,16,3,0,0.295,22.9,8486,33.85
251.25,69.66,20,0,0,0.337,29.5,8491,247.11
22.204,26.52,5,0,0,0.024,30.0,8205,25.35
26.473,33.89,7,1,0,0.743,26.0,8403,109.35
31.3,82.27,13,6,0,0.4,25.7,9385,85.74
30.089,118.54,9,5,0,0.013,24.6,8094,43.89
2.489,94.83,0,3,0,0.037,19.8,9148,25.52
18.622,105.86,2,6,0,0.008,30.6,9543,41.88
233.345,94.57,19,3,0,0.7,22.8,8235,526.27
30.332,100.26,13,6,0,0.306,23.5,9197,78.82
31.166,108.83,0,2,0,0.02,19.1,8201,38.71
140.011,131.09,22,6,3,0.03,25.0,4937,99.93
9.127,59.44,21,0,0,0.129,24.1,9595,37.16
16.173,106.42,13,1,1,0.275,16.2,5925,82.97
36.145,185.4,6,3,0,0.101,30.6,8473,57.95
357.444,15.84,11,4,3,0.212,26.2,1593,429.87
2.777,66.03,7,2,0,0.589,33.2,8102,35.12
11.59,24.9,6,0,0,0.275,17.3,9426,32.82
193.946,89.7,19,5,1,0.143,20.9,4064,204.57
88.97,24.94,8,4,1,0.221,21.9,5420,92.37
485.234,86.59,15,1,0,0.36,28.7,9961,551.19
18.709,191.02,11,3,1,0.279,21.2,5394,74.25
4.003,167.85,6,4,1,0.027,20.7,6757,34.86
269.812,85.26,15,2,0,0.134,28.7,8351,270.93
409.072,48.49,15,4,1,0.254,14.9,6738,408.15
12.186,103.23,10,4,0,0.29,28.9,9850,48.04
33.319,30.71,8,5,0,0.273,27.6,8297,48.44
380.293,64.6,2,5,1,0.26,24.7,4081,399.65
123.811,37.66,1,0,0,0.06,22.9,9170,70.8
12.901,43.6,1,4,0,0.141,32.9,9640,35.71
61.225,117.47,22,5,0,0.162,32.6,9186,78.31
120.887,21.61,15,5,1,0.152,12.8,2761,115.45
37.405,90.62,15,5,0,0.212,24.6,8463,54.03
34.114,54.15,22,4,0,0.069,30.8,9478,49.13
9.77,62.6,0,0,1,0.017,11.5,4539,36.5
27.879,49.01,11,0,0,0.205,21.2,8842,44.33
26.466,195.98,13,2,0,0.231,31.1,8583,53.57
13.137,166.18,4,2,1,0.082,24.9,2457,37.89
52.494,40.01,12,2,0,0.378,18.6,9183,103.37
26.727,199.8,19,1,1,0.592,18.5,3914,91.75
399.92,38.46,21,0,1,0.296,21.9,4503,399.03
16.699,40.39,9,5,0,0.071,27.1,9950,43.16
215.375,180.52,8,5,0,0.109,23.7,9655,177.79
295.063,68.77,14,2,0,0.373,31.4,8044,498.06
470.536,161.41,11,4,0,0.253,34.7,8982,528.78
13.407,64.61,3,6,1,0.012,16.1,2367,30.18
23.754,54.87,17,4,3,0.222,18.2,2125,53.04
24.646,51.72,0,3,1,0.087,16.9,2182,40.06
457.765,16.25,6,6,0,0.315,30.9,9947,414.47
40.024,67.81,17,5,0,0.029,33.9,9405,47.08
123.123,56.89,6,2,0,0.273,27.8,8890,152.82
13.737,81.85,22,4,1,0.041,13.4,4811,50.63
239.931,94.38,22,4,0,0.134,33.0,9641,194.46
287.902,174.27,15,3,1,0.337,21.3,4464,386.41
303.566,151.77,13,6,0,0.259,16.0,8789,374.81
104.999,109.9,12,4,0,0.195,34.3,9250,143.4
107.818,173.66,22,3,0,0.047,25.5,9554,69.21
10.522,136.03,6,5,0,0.179,23.1,9599,36.93
27.133,30.19,7,2,0,0.757,23.4,8976,90.62
34.722,92.25,13,1,0,0.274,32.8,8794,68.55
36.118,110.9,19,3,1,0.829,14.0,6061,185.1
103.635,70.89,6,3,1,0.335,21.8,2225,143.54
10.973,30.14,15,3,0,0.234,16.6,9222,36.95
67.322,117.71,1,5,1,0.239,18.6,4275,107.82
11.975,52.75,7,4,2,0.103,6.0,2231,55.57
27.5,183.1,0,6,3,0.057,18.9,1118,41.17
39.589,133.17,13,0,0,0.351,28.8,9224,85.67
186.41,43.09,14,6,3,0.292,21.0,1313,318.31
227.847,97.42,0,2,1,0.065,21.0,5371,147.04
5.76,80.88,19,4,0,0.034,25.5,9267,28.25
7.629,140.9,15,3,3,0.244,27.8,2292,42.89
9.043,17.74,12,3,0,0.46,24.7,8923,45.57
29.756,67.98,8,3,0,0.401,21.0,8262,88.07
461.509,45.26,16,3,0,0.261,31.8,8168,435.04
37.064,172.92,15,2,0,0.376,16.8,8416,75.27
37.815,83.74,10,4,1,0.109,15.2,6319,62.32
35.135,161.37,1,6,0,0.068,21.1,9814,43.42
20.994,177.43,3,3,0,0.022,30.2,8364,33.89
30.607,114.43,17,5,1,0.02,21.0,3606,44.34
36.632,20.65,19,2,0,0.889,29.9,8495,123.05
3.001,62.95,15,1,0,0.317,34.8,8605,31.49
478.044,64.21,1,1,0,0.045,21.1,8021,253.82
39.993,148.11,11,4,0,0.096,28.3,8640,67.34
179.645,156.64,23,1,0,0.094,17.0,8832,106.34
12.618,16.5,19,5,1,0.224,10.3,2857,37.07
430.918,145.37,20,1,0,0.322,20.0,9638,449.64
109.895,16.84,15,2,3,0.351,21.0,3663,143.49
32.085,141.71,23,0,0,0.066,26.4,8284,44.53
5.615,26.62,20,3,0,0.109,19.0,8298,23.37
5.588,161.03,17,3,3,0.567,17.2,2432,53.57
446.909,160.59,0,5,3,0.005,28.7,4881,343.93
17.031,71.79,9,3,0,0.746,34.1,8817,107.88
34.89,126.95,23,4,0,0.206,23.7,9972,52.53
141.456,111.82,16,4,3,0.128,21.6,4604,141.77
8.637,131.83,1,3,0,0.084,32.7,8282,28.88
36.923,96.45,18,2,0,0.44,23.9,9806,94.09
5.29,144.23,8,6,2,0.68,3.9,1821,52.92
32.451,146.24,11,1,0,0.277,17.6,8490,56.41
2.724,112.92,23,1,0,0.001,29.6,9010,24.76
230.381,159.96,12,5,0,0.11,26.9,8341,232.31
113.071,181.26,22,4,3,0.046,26.4,1453,99.17
353.494,166.38,15,3,0,0.385,25.0,9250,449.64
377.67,114.95,18,3,0,0.718,16.6,8731,963.87
6.766,100.64,19,3,0,0.538,29.2,9977,43.61
217.455,177.48,5,3,0,0.075,30.2,9718,146.43
203.573,63.73,11,6,0,0.283,21.2,8228,231.03
460.217,10.06,6,2,1,0.219,22.3,2499,473.56
119.374,56.23,4,4,0,0.064,25.8,9525,96.86
2.428,125.72,8,3,0,0.802,16.0,8169,43.96
0.698,167.72,10,6,0,0.338,30.0,8767,22.57
14.164,52.32,13,0,0,0.318,26.7,9827,70.19
28.17,99.2,1,5,0,0.209,19.1,9894,41.7
6.55,106.19,11,3,0,0.146,27.5,9398,32.9
13.179,177.22,20,6,0,0.106,26.1,9763,44.85
36.61,77.32,13,2,0,0.343,27.1,8814,71.68
422.347,166.04,2,5,1,0.182,18.4,6665,455.12
27.265,55.54,3,6,0,0.021,30.6,8694,41.74
277.981,128.85,21,4,0,0.105,23.8,8889,214.14
13.383,145.08,8,5,1,0.23,13.2,4506,51.52
6.064,0.63,18,2,1,0.873,22.9,2440,43.17
23.953,93.38,1,5,0,0.193,17.5,8682,46.15
416.578,131.89,22,4,0,0.11,18.5,9930,264.94
11.179,193.28,20,3,0,0.363,22.9,8673,54.55
38.686,69.97,0,6,1,0.06,21.2,4818,49.27
225.128,31.16,16,6,3,0.223,24.4,1481,322.8
1.221,20.44,12,6,0,0.415,34.5,9297,20.92
32.47,164.12,7,2,0,0.686,22.0,8654,106.37
57.057,92.35,6,4,1,0.185,11.5,2637,101.64
1.893,76.71,18,6,0,0.671,26.5,9001,35.49
111.804,149.88,11,4,1,0.277,13.5,6502,170.28
403.67,97.41,7,2,1,0.423,21.9,6318,855.88
146.023,69.15,3,6,0,0.019,15.1,8557,98.72
12.735,122.94,13,3,1,0.432,23.8,4569,78.31
1.383,140.75,21,0,0,0.316,33.3,9379,24.53
32.643,78.03,0,4,0,0.285,32.0,8371,57.46
407.963,28.38,16,6,1,0.343,15.9,6778,460.18
10.922,131.57,10,6,0,0.132,22.6,9890,46.53
437.968,78.92,10,3,3,0.212,24.4,2117,524.55
37.019,21.96,3,6,1,0.038,18.0,4806,35.6
26.099,108.02,22,4,0,0.129,31.8,9479,45.0
20.118,16.15,12,5,0,0.078,15.6,8152,30.0
17.995,108.39,12,0,0,0.433,25.2,9799,73.82
44.861,84.42,21,3,0,0.333,34.4,8485,78.69
70.213,83.27,3,3,0,0.085,20.6,9072,64.69
32.65,44.55,7,6,0,0.727,22.7,8609,97.12
1.962,143.61,21,6,0,0.335,28.6,8792,26.92
28.531,97.36,0,1,0,0.1,21.7,9355,40.5
296.98,20.06,12,4,0,0.003,22.8,9954,232.2
24.135,127.56,12,5,0,0.052,32.5,9950,34.08
28.46,91.15,8,4,0,0.181,32.3,9900,51.04
420.676,38.51,19,5,0,0.072,23.2,8918,282.72
30.974,141.23,3,0,1,0.081,21.0,4492,47.33
